contagem_viagens,contagem_acumulada,rank,freq_acumulada
1,46228,1809,99.79922713240215
1,46229,1810,99.80138598044084
1,46230,1811,99.80354482847952
1,46231,1812,99.8057036765182
1,46232,1813,99.8078625245569
1,46233,1814,99.81002137259559
1,46234,1815,99.81218022063427
1,46235,1816,99.81433906867295
1,46236,1817,99.81649791671164
1,46237,1818,99.81865676475033
1,46238,1819,99.82081561278902
1,46239,1820,99.82297446082771
1,46240,1821,99.82513330886638
1,46241,1822,99.82729215690507
1,46242,1823,99.82945100494376
1,46243,1824,99.83160985298245
1,46244,1825,99.83376870102113
1,46245,1826,99.83592754905982
1,46246,1827,99.83808639709851
1,46247,1828,99.8402452451372
1,46248,1829,99.84240409317589
1,46249,1830,99.84456294121456
1,46250,1831,99.84672178925325
1,46251,1832,99.84888063729194
1,46252,1833,99.85103948533063
1,46253,1834,99.85319833336932
1,46254,1835,99.855357181408
1,46255,1836,99.85751602944669
1,46256,1837,99.85967487748538
1,46257,1838,99.86183372552406
1,46258,1839,99.86399257356274
1,46259,1840,99.86615142160143
1,46260,1841,99.86831026964012
1,46261,1842,99.87046911767881
1,46262,1843,99.8726279657175
1,46263,1844,99.87478681375617
1,46264,1845,99.87694566179486
1,46265,1846,99.87910450983355
1,46266,1847,99.88126335787224
1,46267,1848,99.88342220591092
1,46268,1849,99.88558105394961
1,46269,1850,99.8877399019883
1,46270,1851,99.88989875002699
1,46271,1852,99.89205759806568
1,46272,1853,99.89421644610435
1,46273,1854,99.89637529414304
1,46274,1855,99.89853414218173
1,46275,1856,99.90069299022042
1,46276,1857,99.90285183825911
1,46277,1858,99.90501068629779
1,46278,1859,99.90716953433648
1,46279,1860,99.90932838237516
1,46280,1861,99.91148723041385
1,46281,1862,99.91364607845253
1,46282,1863,99.91580492649122
1,46283,1864,99.91796377452991
1,46284,1865,99.9201226225686
1,46285,1866,99.92228147060729
1,46286,1867,99.92444031864596
1,46287,1868,99.92659916668465
1,46288,1869,99.92875801472334
1,46289,1870,99.93091686276203
1,46290,1871,99.93307571080071
1,46291,1872,99.9352345588394
1,46292,1873,99.9373934068781
1,46293,1874,99.93955225491678
1,46294,1875,99.94171110295547
1,46295,1876,99.94386995099414
1,46296,1877,99.94602879903283
1,46297,1878,99.94818764707152
1,46298,1879,99.95034649511021
1,46299,1880,99.9525053431489
1,46300,1881,99.95466419118758
1,46301,1882,99.95682303922628
1,46302,1883,99.95898188726495
1,46303,1884,99.96114073530364
1,46304,1885,99.96329958334232
1,46305,1886,99.96545843138101
1,46306,1887,99.96761727941971
1,46307,1888,99.96977612745839
1,46308,1889,99.97193497549708
1,46309,1890,99.97409382353575
1,46310,1891,99.97625267157446
1,46311,1892,99.97841151961313
1,46312,1893,99.98057036765182
1,46313,1894,99.9827292156905
1,46314,1895,99.98488806372919
1,46315,1896,99.98704691176789
1,46316,1897,99.98920575980657
1,46317,1898,99.99136460784526
1,46318,1899,99.99352345588393
1,46319,1900,99.99568230392264
1,46320,1901,99.99784115196131
1,46321,1902,100.0
